record_id,budget_allocated,expenditure,utilisation_ratio,state,district,financial_year,label,confidence_label,source_file
MPL-UP-2020-008592,173000.0,,,Uttar Pradesh,Gorakhpur,2020,,,synthetic_dataset.csv
MPL-AP-2019-008593,,195500.41,,Andhra Pradesh,Chittoor,2019,,,synthetic_dataset.csv
MPL-WB-2019-008594,711500.0,,,West Bengal,,2019,,,synthetic_dataset.csv
MPL-UP-2022-008595,1028100.0,683792.27,0.6651028790973641,Uttar Pradesh,Prayagraj,2022,,,synthetic_dataset.csv
MPL-GJ-2021-008596,158800.0,131573.96,0.8285513853904282,Gujarat,Surat,2021,,,synthetic_dataset.csv
MPL-RJ-2022-008597,1427000.0,1260534.43,0.8833457813594954,Rajasthan,Bhilwara,2022,,,synthetic_dataset.csv
MPL-RJ-2018-008598,1897400.0,,,Rajasthan,Ajmer,2018,,,synthetic_dataset.csv
MPL-WB-2022-008599,198700.0,209872.74,1.0562291897332663,West Bengal,Purba Bardhaman,2022,,,synthetic_dataset.csv
MPL-WB-2015-008600,1783800.0,,,West Bengal,Murshidabad,2015,,,synthetic_dataset.csv
MPL-BR-2020-008601,-704600.0,678175.03,-0.9624964944649447,Bihar,Muzaffarpur,2020,,,synthetic_dataset.csv
MPL-UP-2019-008602,831400.0,,,Uttar Pradesh,Kanpur Nagar,2019,,,synthetic_dataset.csv
MPL-KA-2020-008603,318600.0,,,Karnataka,Shivamogga,2020,,,synthetic_dataset.csv
MPL-PB-2016-008604,1222800.0,1132049.1,0.9257843473994113,Punjab,Hoshiarpur,2016,,,synthetic_dataset.csv
MPL-RJ-2018-008605,1040700.0,848924.21,0.8157242336888633,Rajasthan,Bhilwara,2018,,,synthetic_dataset.csv
MPL-WB-2019-008606,188900.0,176402.81,0.9338422975119111,West Bengal,Purba Bardhaman,2019,,,synthetic_dataset.csv
MPL-MH-2020-008607,1965000.0,1828603.61,0.9305870788804071,N/A,Latur,2020,,,synthetic_dataset.csv
MPL-MP-2021-008608,615700.0,457116.79,0.7424342861783336,Madhya Pradesh,Satna,2021,,,synthetic_dataset.csv
MPL-KA-2019-008609,127000.0,93656.43,0.7374522047244094,Karnataka,Mysuru,2019,,,synthetic_dataset.csv
MPL-MH-2018-008610,1370100.0,,,Maharashtra,Nashik,2018,,,synthetic_dataset.csv
MPL-MH-2020-008611,30708949.67,29645458.29,0.9653686826990718,Maharashtra,Nagpur,2020,,,synthetic_dataset.csv
MPL-MP-2015-008612,198900.0,171962.08,0.8645655103066867,Madhya Pradesh,Sagar,2015,,,synthetic_dataset.csv
MPL-RJ-2016-008613,1014500.0,905156.32,0.8922191424346968,Rajasthan,Ajmer,2016,,,synthetic_dataset.csv
MPL-UP-2019-008614,,3107315.02,,Uttar Pradesh,Prayagraj,2019,,,synthetic_dataset.csv
MPL-UP-2015-008615,811900.0,829505.86,1.021684764133514,Uttar Pradesh,Meerut,2015,,,synthetic_dataset.csv
MPL-RJ-2015-008616,443300.0,,,Rajasthan,Bikaner,2015,,,synthetic_dataset.csv
MPL-BR-2020-008617,,,,Bihar,Purnia,2020,,,synthetic_dataset.csv
MPL-MP-2017-008618,355000.0,311390.31,0.8771558028169014,Madhya Pradesh,Indore,2017,,,synthetic_dataset.csv
MPL-MH-2022-008619,578900.0,,,Maharashtra,Chhatrapati Sambhajinagar,2022,,,synthetic_dataset.csv
MPL-MP-2015-008620,,424792.8,,Madhya Pradesh,Sagar,2015,,,synthetic_dataset.csv
MPL-OD-2022-008621,572700.0,608685.11,1.0628341365461846,Odisha,Koraput,2022,,,synthetic_dataset.csv
MPL-BR-2019-008622,245000.0,192287.81,0.7848482040816327,Bihar,Nalanda,2019,,,synthetic_dataset.csv
MPL-MH-2020-008623,29535.61,24036.11,0.8138010354280816,Maharashtra,Solapur,2020,,,synthetic_dataset.csv
MPL-MP-2022-008624,437700.0,433061.65,0.9894029015307289,Madhya Pradesh,Indore,2022,,,synthetic_dataset.csv
MPL-TN-2017-008625,,818500.15,,Tamil Nadu,Salem,2017,,,synthetic_dataset.csv
MPL-UP-2016-008626,455700.0,,,Uttar Pradesh,Gorakhpur,2016,,,synthetic_dataset.csv
MPL-KA-2021-008627,1397100.0,,,Karnataka,Shivamogga,2022,,,synthetic_dataset.csv
MPL-OD-2019-008628,,429057.48,,NULL,Ganjam,2019,,,synthetic_dataset.csv
MPL-WB-2021-008629,770300.0,,,West Bengal,Murshidabad,2021,,,synthetic_dataset.csv
MPL-AP-2018-008630,,,,Andhra Pradesh,Chittoor,2018,,,synthetic_dataset.csv
MPL-BR-2017-008631,406000.0,,,Bihar,Patna,2017,,,synthetic_dataset.csv
MPL-BR-2021-008632,-176700.0,206105.55,-1.1664151103565363,Bihar,N/A,2021,,,synthetic_dataset.csv
MPL-UP-2021-008633,,1131798.97,,Uttar Pradesh,Lucknow,2021,,,synthetic_dataset.csv
MPL-RJ-2017-008634,608800.0,563620.31,0.9257889454664916,Rajasthan,Bikaner,2017,,,synthetic_dataset.csv
MPL-UP-2017-008635,609400.0,547707.91,0.898765851657368,Uttar Pradesh,Meerut,2017,,,synthetic_dataset.csv
MPL-WB-2019-008636,648800.0,704791.18,1.0862995992601727,West Bengal,Purulia,2019,,,synthetic_dataset.csv
MPL-KA-2018-008637,322900.0,320026.08,0.9910996593372562,Karnataka,Mysuru,2018,,,synthetic_dataset.csv
MPL-TN-2020-008638,334200.0,334143.58,0.9998311789347697,Tamil Nadu,Erode,2020,,,synthetic_dataset.csv
MPL-BR-2019-008639,592700.0,587158.38,0.9906502108992745,Bihar,Muzaffarpur,2019,,,synthetic_dataset.csv
MPL-UP-2016-008640,409200.0,,,Uttar Pradesh,,2016,,,synthetic_dataset.csv
MPL-KA-2016-008641,200100.0,170394.47,0.8515465767116441,Karnataka,Ballari,2016,,,synthetic_dataset.csv
MPL-PB-2017-008642,183800.0,205763.97,1.119499292709467,Punjab,Sangrur,2017,,,synthetic_dataset.csv
MPL-UP-2019-008643,,269603.66,,Uttar Pradesh,Kanpur Nagar,2019,,,synthetic_dataset.csv
MPL-TN-2022-008644,399900.0,366064.06,0.9153889972493123,Tamil Nadu,,2022,,,synthetic_dataset.csv
MPL-TN-2022-008645,1238500.0,1059305.08,0.855312943076302,NULL,Coimbatore,2022,,,synthetic_dataset.csv
MPL-TN-2019-008646,,688617.33,,Tamil Nadu,Vellore,2019,,,synthetic_dataset.csv
MPL-MP-2017-008647,1210400.0,1284256.4,1.0610181758096495,Madhya Pradesh,Indore,2017,,,synthetic_dataset.csv
MPL-KA-2022-008648,1254200.0,1219800.23,0.9725723409344602,Karnataka,NA,2022,,,synthetic_dataset.csv
MPL-WB-2019-008649,,736836.04,,West Bengal,,2019,,,synthetic_dataset.csv
MPL-RJ-2020-008650,345700.0,321819.15,0.9309203066242407,Rajasthan,Ajmer,2020,,,synthetic_dataset.csv
MPL-TN-2020-008651,195100.0,183074.34,0.9383615581752947,Tamil Nadu,Coimbatore,2020,,,synthetic_dataset.csv
MPL-OD-2015-008652,189300.0,206654.9,1.0916793449550977,Odisha,Bolangir,2015,,,synthetic_dataset.csv
MPL-PB-2015-008653,821200.0,684395.36,0.8334088650754993,Punjab,Bathinda,2015,,,synthetic_dataset.csv
MPL-UP-2015-008654,,,,Uttar Pradesh,Jhansi,2015,,,synthetic_dataset.csv
MPL-TN-2016-008655,312800.0,315306.44,1.0080129156010231,Tamil Nadu,Salem,2016,,,synthetic_dataset.csv
MPL-MH-2017-008656,1979600.0,1636434.6,0.8266491210345525,Maharashtra,Kolhapur,2017,,,synthetic_dataset.csv
MPL-MH-2016-008657,,470014.6,,Maharashtra,Solapur,2016,,,synthetic_dataset.csv
MPL-WB-2019-008658,887200.0,902064.17,1.0167540238954014,West Bengal,Jalpaiguri,2019,,,synthetic_dataset.csv
MPL-BR-2022-008659,701800.0,676402.43,0.963810815047022,Bihar,Bhagalpur,2022,,,synthetic_dataset.csv
MPL-WB-2016-008660,909300.0,,,West Bengal,Purba Bardhaman,2016,,,synthetic_dataset.csv
MPL-KA-2015-008661,190600.0,201435.09,1.0568472717733473,Karnataka,Tumakuru,2015,,,synthetic_dataset.csv
MPL-KA-2015-008662,,1094871.78,,Karnataka,Tumakuru,2015,,,synthetic_dataset.csv
MPL-PB-2017-008663,267500.0,,,Punjab,Sangrur,2017,,,synthetic_dataset.csv
MPL-OD-2016-008664,580100.0,,,-,Balasore,2016,,,synthetic_dataset.csv
MPL-UP-2017-008665,750000.0,,,Uttar Pradesh,Prayagraj,2017,,,synthetic_dataset.csv
MPL-RJ-2021-008666,165800.0,165112.95,0.9958561519903499,Rajasthan,Alwar,2021,,,synthetic_dataset.csv
MPL-WB-2021-008667,135900.0,130270.04,0.9585727740986019,West Bengal,Malda,2021,,,synthetic_dataset.csv
MPL-MP-2016-008668,,133647.48,,Madhya Pradesh,Jabalpur,2016,,,synthetic_dataset.csv
MPL-BR-2017-008669,,1022600.23,,Bihar,Nalanda,2017,,,synthetic_dataset.csv
MPL-AP-2018-008670,655700.0,546469.3,0.8334136037822175,Andhra Pradesh,Srikakulam,2018,,,synthetic_dataset.csv
MPL-UP-2020-008671,1245200.0,1267650.16,1.0180293607452617,Uttar Pradesh,Prayagraj,2020,,,synthetic_dataset.csv
MPL-TN-2019-008672,1166400.0,1078335.43,0.9244988254458162,Tamil Nadu,Salem,2019,,,synthetic_dataset.csv
MPL-PB-2017-008673,,260321.2,,Punjab,Hoshiarpur,2017,,,synthetic_dataset.csv
MPL-MH-2017-008674,371400.0,385559.22,1.0381239095315022,Maharashtra,Chhatrapati Sambhajinagar,2017,,,synthetic_dataset.csv
MPL-UP-2021-008675,,,,Uttar Pradesh,Jhansi,2021,,,synthetic_dataset.csv
MPL-MP-2018-008676,,,,Madhya Pradesh,Sagar,2018,,,synthetic_dataset.csv
MPL-GJ-2020-008677,,1226650.14,,Gujarat,Surat,2020,,,synthetic_dataset.csv
MPL-RJ-2022-008678,396100.0,372902.22,0.9414345367331481,Rajasthan,Barmer,2022,,,synthetic_dataset.csv
MPL-GJ-2019-008679,223500.0,,,Gujarat,Surat,2019,,,synthetic_dataset.csv
MPL-MP-2020-008680,1294100.0,1295858.35,1.0013587435283209,Madhya Pradesh,Jabalpur,2019,,,synthetic_dataset.csv
MPL-MH-2020-008681,1276200.0,,,Maharashtra,Pune,2020,,,synthetic_dataset.csv
MPL-RJ-2022-008682,191100.0,203300.08,1.0638413396127682,Rajasthan,Jaipur,2022,,,synthetic_dataset.csv
MPL-GJ-2015-008683,1448800.0,,,Gujarat,unknown,2015,,,synthetic_dataset.csv
MPL-AP-2017-008684,426800.0,422240.25,0.9893164245548266,Andhra Pradesh,Chittoor,2017,,,synthetic_dataset.csv
MPL-KA-2019-008685,10428.42,9570.89,0.9177699018643284,Karnataka,Belagavi,2019,,,synthetic_dataset.csv
MPL-UP-2018-008686,843600.0,,,Uttar Pradesh,Jhansi,2018,,,synthetic_dataset.csv
MPL-GJ-2017-008687,1047800.0,835742.45,0.7976163867150219,Gujarat,Rajkot,2017,,,synthetic_dataset.csv
MPL-KA-2020-008688,435800.0,,,Karnataka,Kalaburagi,2020,,,synthetic_dataset.csv
MPL-UP-2022-008689,,,,Uttar Pradesh,Varanasi,2022,,,synthetic_dataset.csv
MPL-GJ-2019-008690,,609809.45,,Gujarat,Mehsana,2020,,,synthetic_dataset.csv
MPL-BR-2019-008691,587300.0,570732.95,0.971791162949089,Bihar,Patna,2019,,,synthetic_dataset.csv
MPL-TN-2021-008692,1941400.0,1616494.88,0.8326439064592561,Tamil Nadu,Coimbatore,2021,,,synthetic_dataset.csv
MPL-UP-2020-008693,,,,Uttar Pradesh,Lucknow,,,,synthetic_dataset.csv
MPL-UP-2021-008694,2276500.0,2134008.41,0.937407603777729,Uttar Pradesh,Gorakhpur,2021,,,synthetic_dataset.csv
MPL-GJ-2016-008695,,,,Gujarat,Vadodara,2016,,,synthetic_dataset.csv
MPL-WB-2018-008696,356400.0,,,West Bengal,Jalpaiguri,2018,,,synthetic_dataset.csv
MPL-MH-2019-008697,745200.0,692018.16,0.9286341384863125,Maharashtra,-,2019,,,synthetic_dataset.csv
MPL-TN-2015-008698,1705500.0,1422908.8,0.8343059513339197,Tamil Nadu,Tiruchirappalli,2016,,,synthetic_dataset.csv
MPL-MH-2016-008699,1206900.0,,,unknown,Nashik,2016,,,synthetic_dataset.csv
MPL-UP-2019-008700,,1983768.85,,Uttar Pradesh,Meerut,2019,,,synthetic_dataset.csv
MPL-KA-2015-008701,,,,Karnataka,Tumakuru,2015,,,synthetic_dataset.csv
MPL-BR-2017-008702,243500.0,225274.59,0.9251523203285421,Bihar,Darbhanga,2017,,,synthetic_dataset.csv
MPL-MH-2015-008703,682700.0,633262.75,0.9275856891753332,Maharashtra,Kolhapur,2015,,,synthetic_dataset.csv
MPL-TN-2016-008704,215800.0,218951.72,1.0146048192771084,Tamil Nadu,Salem,2016,,,synthetic_dataset.csv
MPL-WB-2021-008705,307900.0,252711.86,0.8207595323156869,West Bengal,Purulia,2021,,,synthetic_dataset.csv
MPL-WB-2015-008706,500600.0,,,West Bengal,Purba Bardhaman,2015,,,synthetic_dataset.csv
MPL-UP-2018-008707,193500.0,196831.54,1.0172172609819121,Uttar Pradesh,Jhansi,2018,,,synthetic_dataset.csv
MPL-UP-2018-008708,1442400.0,1298950.89,0.9005483153078202,Uttar Pradesh,Gorakhpur,2018,,,synthetic_dataset.csv
MPL-UP-2015-008709,488400.0,271455.19,0.5558050573300574,Uttar Pradesh,Gorakhpur,2015,,,synthetic_dataset.csv
MPL-TN-2015-008710,180100.0,170511.97,0.9467627429205997,Tamil Nadu,Salem,2015,,,synthetic_dataset.csv
MPL-MP-2021-008711,274300.0,,,Madhya Pradesh,Ujjain,2021,,,synthetic_dataset.csv
MPL-UP-2016-008712,1371300.0,1344146.03,0.9801983738058777,Uttar Pradesh,Jhansi,2016,,,synthetic_dataset.csv
MPL-GJ-2017-008713,155000.0,151882.49,0.9798870322580645,Gujarat,Vadodara,2017,,,synthetic_dataset.csv
MPL-MP-2018-008714,1985700.0,1765461.39,0.8890876718537543,Madhya Pradesh,Ujjain,2018,,,synthetic_dataset.csv
MPL-UP-2021-008715,109600.0,,,Uttar Pradesh,Lucknow,2021,,,synthetic_dataset.csv
MPL-UP-2021-008716,2595400.0,2556739.36,0.9851041689142328,Uttar Pradesh,Varanasi,2021,,,synthetic_dataset.csv
MPL-MH-2021-008717,,364893.18,,Maharashtra,Solapur,2021,,,synthetic_dataset.csv
MPL-UP-2017-008718,,60383.88,,Uttar Pradesh,Kanpur Nagar,2017,,,synthetic_dataset.csv
MPL-BR-2022-008719,340100.0,301526.38,0.8865815348426933,,Muzaffarpur,2022,,,synthetic_dataset.csv
MPL-UP-2017-008720,2240600.0,2109920.47,0.9416765464607695,Uttar Pradesh,Gorakhpur,2017,,,synthetic_dataset.csv
MPL-GJ-2022-008721,,201834.34,,Gujarat,Bhavnagar,2022,,,synthetic_dataset.csv
MPL-WB-2016-008722,,843665.32,,NULL,Jalpaiguri,2016,,,synthetic_dataset.csv
MPL-MP-2016-008723,177800.0,165564.97,0.9311865579302587,Madhya Pradesh,Sagar,2016,,,synthetic_dataset.csv
MPL-MP-2020-008724,842400.0,656133.12,0.77888547008547,Madhya Pradesh,Chhindwara,2020,,,synthetic_dataset.csv
MPL-BR-2017-008725,1299300.0,1284944.16,0.9889510967444007,Bihar,Patna,2017,,,synthetic_dataset.csv
MPL-OD-2015-008726,405000.0,387925.02,0.9578395555555556,Odisha,Balasore,2015,,,synthetic_dataset.csv
MPL-PB-2019-008727,1008200.0,955569.72,0.9477977782186074,Punjab,Sangrur,2019,,,synthetic_dataset.csv
MPL-TN-2020-008728,1266900.0,,,Tamil Nadu,Tiruchirappalli,2020,,,synthetic_dataset.csv
MPL-UP-2016-008729,394300.0,,,Uttar Pradesh,Jhansi,2016,,,synthetic_dataset.csv
MPL-TN-2016-008730,480300.0,422205.26,0.8790448886112846,Tamil Nadu,Thanjavur,2016,,,synthetic_dataset.csv
MPL-MH-2021-008731,,378154.85,,Maharashtra,Latur,2021,,,synthetic_dataset.csv
MPL-BR-2017-008732,261500.0,231567.66,0.8855359847036329,NA,Muzaffarpur,2017,,,synthetic_dataset.csv
MPL-TN-2018-008733,681800.0,549884.47,0.8065187298327955,Tamil Nadu,Vellore,2018,,,synthetic_dataset.csv
MPL-WB-2016-008734,,,,,Purulia,2016,,,synthetic_dataset.csv
MPL-GJ-2019-008735,,578573.69,,Gujarat,Ahmedabad,2019,,,synthetic_dataset.csv
MPL-KA-2015-008736,,641943.76,,Karnataka,Tumakuru,2015,,,synthetic_dataset.csv
MPL-BR-2017-008737,134600.0,140100.72,1.040867161961367,Bihar,Muzaffarpur,2017,,,synthetic_dataset.csv
MPL-TN-2017-008738,6011753.5,5805590.93,0.9657067492870424,Tamil Nadu,Madurai,2017,,,synthetic_dataset.csv
MPL-GJ-2022-008739,1428300.0,1495104.47,1.0467720156829798,Gujarat,Rajkot,2022,,,synthetic_dataset.csv
MPL-RJ-2018-008740,1501500.0,1261769.98,0.840339647019647,Rajasthan,Bikaner,2018,,,synthetic_dataset.csv
MPL-UP-2016-008741,124400.0,141706.9,1.1391229903536977,NA,Lucknow,2016,,,synthetic_dataset.csv
MPL-RJ-2018-008742,1539800.0,1269808.52,0.8246580854656449,Rajasthan,Bhilwara,2018,,,synthetic_dataset.csv
MPL-MH-2022-008743,1751500.0,1659820.53,0.9476565972023979,Maharashtra,Nashik,2022,,,synthetic_dataset.csv
MPL-MP-2017-008744,784800.0,695421.12,0.8861125382262997,Madhya Pradesh,unknown,2017,,,synthetic_dataset.csv
MPL-BR-2022-008745,346800.0,362143.09,1.0442418973471743,Bihar,Purnia,2022,,,synthetic_dataset.csv
MPL-TN-2017-008746,1718400.0,1688610.42,0.9826643505586592,Tamil Nadu,Tirunelveli,2017,,,synthetic_dataset.csv
MPL-MP-2017-008747,618000.0,452966.68,0.7329557928802589,Madhya Pradesh,Jabalpur,2017,,,synthetic_dataset.csv
MPL-AP-2015-008748,11766.81,10634.62,0.9037810587576413,Andhra Pradesh,Anantapur,2015,,,synthetic_dataset.csv
MPL-GJ-2015-008749,1236600.0,1315887.62,1.0641174349021512,Gujarat,Rajkot,2015,,,synthetic_dataset.csv
MPL-BR-2022-008750,357900.0,305583.59,0.8538239452360995,Bihar,Darbhanga,2022,,,synthetic_dataset.csv
MPL-MP-2019-008751,780200.0,698737.53,0.8955877082799283,Madhya Pradesh,Sagar,2019,,,synthetic_dataset.csv
MPL-WB-2021-008752,,1887523.17,,,Murshidabad,2021,,,synthetic_dataset.csv
MPL-GJ-2022-008753,681500.0,604604.04,0.887166603081438,Gujarat,Vadodara,2022,,,synthetic_dataset.csv
MPL-GJ-2022-008754,1877700.0,1977254.14,1.0530191936944133,Gujarat,Mehsana,2022,,,synthetic_dataset.csv
MPL-MH-2018-008755,208500.0,180397.93,0.8652178896882494,Maharashtra,Pune,2018,,,synthetic_dataset.csv
MPL-MH-2018-008756,109800.0,102717.57,0.9354969945355192,Maharashtra,Amravati,2018,,,synthetic_dataset.csv
MPL-KA-2015-008757,2468700.0,2491579.09,1.0092676671932594,Karnataka,Tumakuru,2015,,,synthetic_dataset.csv
MPL-MH-2021-008758,847400.0,813258.94,0.9597108095350483,Maharashtra,Nashik,2021,,,synthetic_dataset.csv
MPL-TN-2015-008759,7006629.27,7115040.97,1.0154727324398598,Tamil Nadu,Erode,2015,,,synthetic_dataset.csv
MPL-MH-2022-008760,11146346.22,9943859.32,0.8921182891446198,Maharashtra,Solapur,2022,,,synthetic_dataset.csv
MPL-BR-2020-008761,276500.0,,,Bihar,Nalanda,2021,,,synthetic_dataset.csv
MPL-UP-2018-008762,144400.0,136553.67,0.9456625346260389,Uttar Pradesh,Meerut,2018,,,synthetic_dataset.csv
MPL-KA-2015-008763,784900.0,721143.8,0.9187715632564658,Karnataka,Tumakuru,2015,,,synthetic_dataset.csv
MPL-RJ-2021-008764,985000.0,923322.75,0.937383502538071,Rajasthan,Bhilwara,2021,,,synthetic_dataset.csv
MPL-TN-2019-008765,412800.0,385865.38,0.9347514050387598,Tamil Nadu,Tirunelveli,2019,,,synthetic_dataset.csv
MPL-WB-2020-008766,1125400.0,,,West Bengal,Purba Bardhaman,2020,,,synthetic_dataset.csv
MPL-GJ-2022-008767,1721300.0,1630776.21,0.9474096380642537,Gujarat,Bhavnagar,2022,,,synthetic_dataset.csv
MPL-PB-2017-008768,681200.0,672514.95,0.9872503669994127,Punjab,Hoshiarpur,2017,,,synthetic_dataset.csv
MPL-BR-2022-008769,215800.0,193339.19,0.8959183966635774,Bihar,Purnia,2022,,,synthetic_dataset.csv
MPL-UP-2019-008770,1641700.0,1643721.2,1.0012311628190291,Uttar Pradesh,Prayagraj,2019,,,synthetic_dataset.csv
MPL-UP-2017-008771,568800.0,,,Uttar Pradesh,Meerut,2017,,,synthetic_dataset.csv
MPL-PB-2018-008772,344600.0,397995.97,1.1549505803830526,Punjab,Patiala,2018,,,synthetic_dataset.csv
MPL-MP-2018-008773,448400.0,471529.76,1.0515828724353256,Madhya Pradesh,Indore,2018,,,synthetic_dataset.csv
MPL-MP-2016-008774,921200.0,1022345.72,1.1097977854971777,Madhya Pradesh,Chhindwara,2016,,,synthetic_dataset.csv
MPL-RJ-2015-008775,145800.0,135293.68,0.9279401920438957,Rajasthan,Barmer,2015,,,synthetic_dataset.csv
MPL-MH-2019-008776,430300.0,362262.6,0.8418838019986056,Maharashtra,Chhatrapati Sambhajinagar,2019,,,synthetic_dataset.csv
MPL-WB-2022-008777,156600.0,103710.01,0.6622606002554278,West Bengal,Hooghly,2022,,,synthetic_dataset.csv
MPL-GJ-2022-008778,674700.0,557476.18,0.8262578627538166,Gujarat,Bhavnagar,2022,,,synthetic_dataset.csv
MPL-AP-2017-008779,934500.0,878257.42,0.9398153237025147,Andhra Pradesh,Chittoor,2017,,,synthetic_dataset.csv
MPL-MH-2022-008780,,342703.92,,Maharashtra,,2022,,,synthetic_dataset.csv
MPL-BR-2020-008781,129400.0,112840.98,0.8720323029366306,Bihar,Nalanda,2020,,,synthetic_dataset.csv
MPL-MH-2016-008782,253100.0,224652.88,0.8876052153299091,Maharashtra,Nagpur,2016,,,synthetic_dataset.csv
MPL-PB-2018-008783,102600.0,102510.54,0.9991280701754386,Punjab,Ludhiana,2018,,,synthetic_dataset.csv
MPL-KA-2022-008784,321400.0,,,Karnataka,-,2022,,,synthetic_dataset.csv
MPL-MP-2015-008785,,2482053.24,,Madhya Pradesh,Sagar,2015,,,synthetic_dataset.csv
MPL-MH-2015-008786,357000.0,373907.67,1.047360420168067,Maharashtra,Amravati,2015,,,synthetic_dataset.csv
MPL-RJ-2022-008787,362700.0,398358.02,1.0983127102288393,Rajasthan,Jodhpur,2022,,,synthetic_dataset.csv
MPL-RJ-2015-008788,124900.0,118796.19,0.9511304243394716,Rajasthan,Bhilwara,2015,,,synthetic_dataset.csv
MPL-TN-2020-008789,1416900.0,,,Tamil Nadu,Coimbatore,2020,,,synthetic_dataset.csv
MPL-GJ-2017-008790,725600.0,708739.86,0.9767638643880926,Gujarat,Kachchh,2017,,,synthetic_dataset.csv
MPL-AP-2018-008791,,166554.32,,Andhra Pradesh,Kadapa,2018,,,synthetic_dataset.csv
MPL-AP-2016-008792,139800.0,144448.3,1.0332496423462088,Andhra Pradesh,,2016,,,synthetic_dataset.csv
MPL-TN-2016-008793,254300.0,,,Tamil Nadu,Madurai,2016,,,synthetic_dataset.csv
MPL-MP-2020-008794,1302200.0,,,Madhya Pradesh,Satna,2020,,,synthetic_dataset.csv
MPL-BR-2017-008795,151900.0,,,Bihar,Bhagalpur,2017,,,synthetic_dataset.csv
MPL-BR-2018-008796,245200.0,238091.5,0.9710093800978793,,Nalanda,2018,,,synthetic_dataset.csv
MPL-WB-2021-008797,32246527.56,31348880.35,0.9721629807014174,West Bengal,Purulia,2021,,,synthetic_dataset.csv
MPL-BR-2021-008798,1196500.0,,,,Nalanda,2021,,,synthetic_dataset.csv
MPL-MH-2021-008799,,176044.01,,Maharashtra,Pune,2021,,,synthetic_dataset.csv
MPL-WB-2018-008800,,793037.91,,West Bengal,Murshidabad,2018,,,synthetic_dataset.csv
MPL-MH-2016-008801,973200.0,,,Maharashtra,Chhatrapati Sambhajinagar,2016,,,synthetic_dataset.csv
MPL-KA-2021-008802,287500.0,325753.56,1.1330558608695651,Karnataka,Ballari,2021,,,synthetic_dataset.csv
MPL-UP-2016-008803,880700.0,,,Uttar Pradesh,Jhansi,2016,,,synthetic_dataset.csv
MPL-MH-2016-008804,633000.0,687033.62,1.085361169036335,Maharashtra,Kolhapur,2016,,,synthetic_dataset.csv
MPL-GJ-2016-008805,929100.0,802775.12,0.8640352168765472,Gujarat,Rajkot,2016,,,synthetic_dataset.csv
MPL-BR-2017-008806,275000.0,287346.06,1.0448947636363637,Bihar,Darbhanga,2017,,,synthetic_dataset.csv
MPL-UP-2020-008807,793500.0,775394.71,0.9771829993698802,Uttar Pradesh,Varanasi,2020,,,synthetic_dataset.csv
MPL-GJ-2018-008808,20026185.08,20822074.6,1.0397424430474704,Gujarat,Vadodara,2018,,,synthetic_dataset.csv
MPL-OD-2016-008809,953300.0,896900.96,0.9408380992342389,Odisha,Ganjam,2016,,,synthetic_dataset.csv
MPL-AP-2017-008810,403500.0,331036.97,0.820413804213135,Andhra Pradesh,Kadapa,2017,,,synthetic_dataset.csv
MPL-GJ-2019-008811,406000.0,356313.22,0.8776187684729063,Gujarat,NULL,2019,,,synthetic_dataset.csv
MPL-PB-2021-008812,,,,Punjab,Sangrur,2021,,,synthetic_dataset.csv
MPL-BR-2016-008813,989500.0,830252.52,0.8390626781202628,Bihar,Saran,2016,,,synthetic_dataset.csv
MPL-PB-2020-008814,2986300.0,2880768.72,0.9646615276429027,Punjab,unknown,2020,,,synthetic_dataset.csv
MPL-OD-2020-008815,227000.0,,,Odisha,Bolangir,2020,,,synthetic_dataset.csv
MPL-KA-2019-008816,125800.0,131047.22,1.0417108108108108,Karnataka,Hassan,2019,,,synthetic_dataset.csv
MPL-KA-2017-012671,,564999.73,,Andhra Pradesh,Anantapur,2020,,,synthetic_dataset.csv
MPL-GJ-2018-008818,265100.0,,,Gujarat,Vadodara,2018,,,synthetic_dataset.csv
MPL-GJ-2020-008819,365600.0,285243.36,0.7802061269146608,Gujarat,Surat,2020,,,synthetic_dataset.csv
MPL-AP-2018-008820,508400.0,443623.37,0.8725872738001573,Andhra Pradesh,Srikakulam,2018,,,synthetic_dataset.csv
MPL-TN-2022-008821,,275181.98,,Tamil Nadu,,2022,,,synthetic_dataset.csv
MPL-TN-2019-008822,1097400.0,829977.98,0.7563130854747585,Tamil Nadu,Tirunelveli,2019,,,synthetic_dataset.csv
MPL-RJ-2022-008823,577000.0,481753.36,0.8349278336221837,Rajasthan,Bikaner,2022,,,synthetic_dataset.csv
MPL-MP-2017-008824,582500.0,495105.54,0.8499665922746781,Madhya Pradesh,Rewa,2017,,,synthetic_dataset.csv
MPL-AP-2020-008825,364900.0,328138.76,0.8992566730611127,Andhra Pradesh,Nellore,,,,synthetic_dataset.csv
MPL-AP-2017-008826,358700.0,-316012.14,-0.8809928631168108,Andhra Pradesh,Nellore,1993,,,synthetic_dataset.csv
MPL-MP-2018-008827,85300.0,,,Madhya Pradesh,Sagar,2018,,,synthetic_dataset.csv
MPL-PB-2015-008828,415000.0,417260.69,1.0054474457831326,Punjab,Ludhiana,2015,,,synthetic_dataset.csv
MPL-MH-2019-008829,109400.0,,,Maharashtra,Chhatrapati Sambhajinagar,2019,,,synthetic_dataset.csv
MPL-OD-2020-008830,249400.0,241966.21,0.9701933039294306,Odisha,Bolangir,2020,,,synthetic_dataset.csv
